id,persona,origem,categoria,tipo_resposta_esperada,criticidade,pergunta,resposta_esperada,criterio_de_aceite,fontes_referencia,respostas 
233,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Quem entra na chamada regular?,"É selecionado quem ficar melhor classificado, em ordem decrescente de nota, dentro do número de vagas do curso e da modalidade de concorrência escolhidos.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
234,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Como o sistema escolhe os aprovados?,"É selecionado quem ficar melhor classificado, em ordem decrescente de nota, dentro do número de vagas do curso e da modalidade de concorrência escolhidos.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
235,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Quem fica dentro das vagas no Sisu?,"É selecionado quem ficar melhor classificado, em ordem decrescente de nota, dentro do número de vagas do curso e da modalidade de concorrência escolhidos.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
236,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,O que define quem é selecionado primeiro?,"É selecionado quem ficar melhor classificado, em ordem decrescente de nota, dentro do número de vagas do curso e da modalidade de concorrência escolhidos.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
237,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Quem é considerado aprovado na chamada regular?,"É selecionado quem ficar melhor classificado, em ordem decrescente de nota, dentro do número de vagas do curso e da modalidade de concorrência escolhidos.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
238,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Como funciona a ordem de classificação no Sisu?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
239,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,O que pesa na posição do candidato no ranking?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
240,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,"Por que campus, turno e modalidade mudam minha colocação?","O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
241,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,Como o Sisu decide quem entra quando sobram poucas vagas?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
242,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,O ranking é separado por curso e cota?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
243,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,O sistema compara só com quem escolheu o mesmo curso e modalidade?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
244,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,A classificação considera ampla concorrência e cotas separadamente?,"O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
245,Alunos da jornada do ensino médio,gerado,classificacao,informar,baixa,"Em caso de muita concorrência, o critério principal continua sendo nota?","O sistema classifica candidatos por curso e modalidade de concorrência, usando a nota de concorrência calculada com base nas regras do curso, em ordem decrescente, até o limite de vagas. Se houver critérios adicionais de desempate, eles devem ser verificados no edital.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
246,Alunos da jornada do ensino médio,gerado,resultado,orientar,media,Em que momento sai a chamada regular?,"Os candidatos são selecionados na chamada regular após o encerramento das inscrições, na data prevista no cronograma da edição vigente. A resposta correta deve orientar a consultar o edital e o Portal Único de Acesso ao Ensino Superior para ver a data exata.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
247,Alunos da jornada do ensino médio,gerado,resultado,orientar,media,Quando o sistema fecha a seleção regular?,"Os candidatos são selecionados na chamada regular após o encerramento das inscrições, na data prevista no cronograma da edição vigente. A resposta correta deve orientar a consultar o edital e o Portal Único de Acesso ao Ensino Superior para ver a data exata.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
248,Alunos da jornada do ensino médio,gerado,resultado,orientar,media,A chamada regular aparece logo após o fim das inscrições?,"Os candidatos são selecionados na chamada regular após o encerramento das inscrições, na data prevista no cronograma da edição vigente. A resposta correta deve orientar a consultar o edital e o Portal Único de Acesso ao Ensino Superior para ver a data exata.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
249,Alunos da jornada do ensino médio,gerado,resultado,orientar,media,Como eu sei o dia do resultado regular?,"Os candidatos são selecionados na chamada regular após o encerramento das inscrições, na data prevista no cronograma da edição vigente. A resposta correta deve orientar a consultar o edital e o Portal Único de Acesso ao Ensino Superior para ver a data exata.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
250,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Me explica nota de corte como se eu tivesse 16 anos.,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
251,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,O que a nota de corte quer dizer na prática?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
252,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Nota de corte é a minha nota ou a do último colocado?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
253,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,A nota de corte serve só como referência?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
254,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Como interpretar a nota de corte do Sisu?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
255,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,A nota de corte é por curso e modalidade?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
256,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Por que vejo uma nota de corte diferente em cada opção?,"Nota de corte é a pontuação do último candidato que, naquele momento ou no resultado final, está dentro do número de vagas do curso e da modalidade de concorrência. Ela serve como referência e pode mudar durante o período de inscrições.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
257,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,A nota de corte pode subir e descer durante a inscrição?,"Sim. Durante as inscrições, a nota de corte pode variar de acordo com as escolhas e a concorrência. A resposta correta deve deixar claro que a nota de corte parcial não garante aprovação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
258,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Por que a nota de corte mudou de ontem para hoje?,"Sim. Durante as inscrições, a nota de corte pode variar de acordo com as escolhas e a concorrência. A resposta correta deve deixar claro que a nota de corte parcial não garante aprovação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
259,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,A nota parcial do Sisu muda todo dia?,"Sim. Durante as inscrições, a nota de corte pode variar de acordo com as escolhas e a concorrência. A resposta correta deve deixar claro que a nota de corte parcial não garante aprovação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
260,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,"Se a nota de corte caiu hoje, isso garante algo?","Sim. Durante as inscrições, a nota de corte pode variar de acordo com as escolhas e a concorrência. A resposta correta deve deixar claro que a nota de corte parcial não garante aprovação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
261,Alunos da jornada do ensino médio,gerado,nota_de_corte,informar,baixa,Dá para confiar na nota parcial como resultado final?,"Sim. Durante as inscrições, a nota de corte pode variar de acordo com as escolhas e a concorrência. A resposta correta deve deixar claro que a nota de corte parcial não garante aprovação.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
262,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Como eu entro na lista de espera?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
263,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A lista de espera acontece automaticamente?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
264,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Quem pode participar da lista de espera do Sisu?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
265,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,É verdade que tenho que confirmar interesse manualmente?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
266,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Posso escolher duas opções na lista de espera?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
267,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A lista de espera é a última etapa do Sisu?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
268,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,O que eu preciso fazer para não perder a lista de espera?,"A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
269,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,"Se eu não passar na chamada regular, o que faço para ir para a espera?","A lista de espera é a etapa final do Sisu. Ela não é automática: o candidato precisa manifestar interesse no prazo do cronograma. Na regra vigente, só pode participar quem não foi aprovado em nenhuma das opções e deve escolher apenas uma opção de curso para a lista de espera.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
270,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Onde acompanho a convocação da lista de espera?,"As convocações da lista de espera são feitas pelas próprias instituições de ensino, e não mais pelo site do Sisu. O candidato deve acompanhar os canais oficiais da instituição escolhida.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
271,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A lista de espera sai no site do Sisu ou da faculdade?,"As convocações da lista de espera são feitas pelas próprias instituições de ensino, e não mais pelo site do Sisu. O candidato deve acompanhar os canais oficiais da instituição escolhida.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
272,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Quem chama os candidatos da lista de espera?,"As convocações da lista de espera são feitas pelas próprias instituições de ensino, e não mais pelo site do Sisu. O candidato deve acompanhar os canais oficiais da instituição escolhida.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
273,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,"Depois de entrar na espera, onde vejo se fui convocado?","As convocações da lista de espera são feitas pelas próprias instituições de ensino, e não mais pelo site do Sisu. O candidato deve acompanhar os canais oficiais da instituição escolhida.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
274,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A instituição ou o MEC divulga a chamada da lista de espera?,"As convocações da lista de espera são feitas pelas próprias instituições de ensino, e não mais pelo site do Sisu. O candidato deve acompanhar os canais oficiais da instituição escolhida.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
275,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,"Se eu entrar na segunda opção, posso continuar tentando a primeira pela espera?","Na regra vigente, se o candidato for aprovado em qualquer opção de curso, não entra na lista de espera do Sisu. A lista de espera é restrita a quem não foi aprovado em nenhuma das opções e depende de manifestação de interesse.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
276,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Aprovado em uma opção ainda entra na lista de espera?,"Na regra vigente, se o candidato for aprovado em qualquer opção de curso, não entra na lista de espera do Sisu. A lista de espera é restrita a quem não foi aprovado em nenhuma das opções e depende de manifestação de interesse.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
277,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,Quem já foi aprovado pode manifestar interesse na lista?,"Na regra vigente, se o candidato for aprovado em qualquer opção de curso, não entra na lista de espera do Sisu. A lista de espera é restrita a quem não foi aprovado em nenhuma das opções e depende de manifestação de interesse.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
278,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,A aprovação em qualquer opção bloqueia a lista de espera?,"Na regra vigente, se o candidato for aprovado em qualquer opção de curso, não entra na lista de espera do Sisu. A lista de espera é restrita a quem não foi aprovado em nenhuma das opções e depende de manifestação de interesse.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
279,Alunos da jornada do ensino médio,gerado,lista_espera,informar,baixa,"Se eu passei na segunda opção, ainda posso esperar a primeira?","Na regra vigente, se o candidato for aprovado em qualquer opção de curso, não entra na lista de espera do Sisu. A lista de espera é restrita a quem não foi aprovado em nenhuma das opções e depende de manifestação de interesse.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
280,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Como eu vejo meu resultado no Sisu?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
281,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Onde consulto minha classificação final?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
282,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Em que lugar aparece se fui aprovado?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
283,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Dá para ver o resultado pelo Portal Acesso Único?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
284,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Quem informa o resultado final ao candidato?,"O resultado deve ser consultado no Portal Único de Acesso ao Ensino Superior, na área do candidato. Além disso, as instituições divulgam informações complementares sobre matrícula e convocações.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/pt-br/servicos/inscrever-se-no-sisu-sistema-de-selecao-unificada; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
285,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Não passei na chamada regular. O que faço agora?,"Se o candidato não for selecionado na chamada regular, ele deve verificar se pode manifestar interesse na lista de espera e acompanhar também outras opções, como Prouni ou Fies, se atender aos requisitos desses programas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
286,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,"Se eu não for aprovado de primeira, acabou?","Se o candidato não for selecionado na chamada regular, ele deve verificar se pode manifestar interesse na lista de espera e acompanhar também outras opções, como Prouni ou Fies, se atender aos requisitos desses programas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
287,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,Quais são os próximos passos depois de não ser selecionado?,"Se o candidato não for selecionado na chamada regular, ele deve verificar se pode manifestar interesse na lista de espera e acompanhar também outras opções, como Prouni ou Fies, se atender aos requisitos desses programas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
288,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,"Se eu não entrar, ainda tenho alguma chance?","Se o candidato não for selecionado na chamada regular, ele deve verificar se pode manifestar interesse na lista de espera e acompanhar também outras opções, como Prouni ou Fies, se atender aos requisitos desses programas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
289,Alunos da jornada do ensino médio,gerado,resultado,informar,baixa,"Além da lista de espera, existe outra alternativa?","Se o candidato não for selecionado na chamada regular, ele deve verificar se pode manifestar interesse na lista de espera e acompanhar também outras opções, como Prouni ou Fies, se atender aos requisitos desses programas.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
290,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Passei no Sisu. Qual é o próximo passo?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
291,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,O que eu faço depois de ser selecionado?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
292,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Como funciona a matrícula após a aprovação?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
